route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id,trip_load_information,wheelchair_accessible,bikes_allowed
5,2024_08_12-DX-MVS-Weekday-01,1561500,"OAK Airport / SF / Daly City",1,,005B_shp,,0,0
6,2024_08_12-DX-MVS-Weekday-01,1561596,"Berryessa/North San Jose",0,,006B_shp,,0,0
5,2024_08_12-DX-MVS-Weekday-01,1561501,"OAK Airport / SF / Daly City",1,,005B_shp,,0,0
6,2024_08_12-DX-MVS-Weekday-01,1561551,"SF / OAK Airport / Berryessa",0,,006A_shp,,0,0
5,2024_08_12-DX-MVS-Weekday-01,1561502,"OAK Airport / SF / Daly City",1,,005A_shp,,0,0
6,2024_08_12-DX-MVS-Weekday-01,1561597,"Berryessa/North San Jose",0,,006B_shp,,0,0
5,2024_08_12-DX-MVS-Weekday-01,1561503,"OAK Airport / SF / Daly City",1,,005A_shp,,0,0
6,2024_08_12-DX-MVS-Weekday-01,1561552,"SF / OAK Airport / Berryessa",0,,006A_shp,,0,0
5,2024_08_12-DX-MVS-Weekday-01,1561504,"OAK Airport / SF / Daly City",1,,005A_shp,,0,0
6,2024_08_12-DX-MVS-Weekday-01,1561598,"Berryessa/North San Jose",0,,006B_shp,,0,0
5,2024_08_12-DX-MVS-Weekday-01,1561505,"OAK Airport / SF / Daly City",1,,005A_shp,,0,0
6,2024_08_12-DX-MVS-Weekday-01,1561553,"SF / OAK Airport / Berryessa",0,,006A_shp,,0,0
5,2024_08_12-DX-MVS-Weekday-01,1561506,"OAK Airport / SF / Daly City",1,,005A_shp,,0,0
6,2024_08_12-DX-MVS-Weekday-01,1561554,"SF / OAK Airport / Berryessa",0,,006A_shp,,0,0
5,2024_08_12-DX-MVS-Weekday-01,1561507,"OAK Airport / SF / Daly City",1,,005A_shp,,0,0
6,2024_08_12-DX-MVS-Weekday-01,1561555,"SF / OAK Airport / Berryessa",0,,006A_shp,,0,0
5,2024_08_12-DX-MVS-Weekday-01,1561508,"OAK Airport / SF / Daly City",1,,005A_shp,,0,0
6,2024_08_12-DX-MVS-Weekday-01,1561556,"SF / OAK Airport / Berryessa",0,,006A_shp,,0,0
5,2024_08_12-DX-MVS-Weekday-01,1561509,"OAK Airport / SF / Daly City",1,,005A_shp,,0,0
6,2024_08_12-DX-MVS-Weekday-01,1561557,"SF / OAK Airport / Berryessa",0,,006A_shp,,0,0
5,2024_08_12-DX-MVS-Weekday-01,1561510,"OAK Airport / SF / Daly City",1,,005A_shp,,0,0
6,2024_08_12-DX-MVS-Weekday-01,1561558,"SF / OAK Airport / Berryessa",0,,006A_shp,,0,0
5,2024_08_12-DX-MVS-Weekday-01,1561511,"OAK Airport / SF / Daly City",1,,005A_shp,,0,0
6,2024_08_12-DX-MVS-Weekday-01,1561559,"SF / OAK Airport / Berryessa",0,,006A_shp,,0,0
5,2024_08_12-DX-MVS-Weekday-01,1561512,"OAK Airport / SF / Daly City",1,,005A_shp,,0,0
6,2024_08_12-DX-MVS-Weekday-01,1561560,"SF / OAK Airport / Berryessa",0,,006A_shp,,0,0
5,2024_08_12-DX-MVS-Weekday-01,1561513,"OAK Airport / SF / Daly City",1,,005A_shp,,0,0
6,2024_08_12-DX-MVS-Weekday-01,1561561,"SF / OAK Airport / Berryessa",0,,006A_shp,,0,0
5,2024_08_12-DX-MVS-Weekday-01,1561514,"OAK Airport / SF / Daly City",1,,005A_shp,,0,0
6,2024_08_12-DX-MVS-Weekday-01,1561562,"SF / OAK Airport / Berryessa",0,,006A_shp,,0,0
5,2024_08_12-DX-MVS-Weekday-01,1561515,"OAK Airport / SF / Daly City",1,,005A_shp,,0,0
6,2024_08_12-DX-MVS-Weekday-01,1561563,"SF / OAK Airport / Berryessa",0,,006A_shp,,0,0
5,2024_08_12-DX-MVS-Weekday-01,1561516,"OAK Airport / SF / Daly City",1,,005A_shp,,0,0
6,2024_08_12-DX-MVS-Weekday-01,1561564,"SF / OAK Airport / Berryessa",0,,006A_shp,,0,0
